100
0
69,67,65,79,18,58,42,71,5,24,12,46,70,13,52,53,96,90,-,85,77,58,3,35,97,46,98,94,60,40,50,99,31,16,94,40,40,77,21,6,48,87,81,80,95,92,29,18,59,53,79,62,18,35,47,17,57,4,15,70,58,57,1,50,31,31,100,15,10,2,57,88,65,52,33,87,60,8,45,61,7,88,39,24,86,28,1,91,47,60,86,55,86,74,43,83,79,48,80,62
47,96,87,70,54,46,76,52,6,55,50,50,40,79,15,93,67,96,31,-,49,59,12,53,100,98,63,98,91,88,42,86,97,54,38,25,22,22,79,63,70,82,84,37,17,33,99,18,23,34,44,26,60,8,24,20,75,95,73,50,5,7,57,66,76,42,45,50,14,50,98,75,24,38,21,29,47,20,9,7,11,22,97,29,17,96,24,96,1,60,46,54,56,17,87,10,52,94,73,13
93,98,77,56,36,16,81,84,40,76,23,35,1,85,14,35,74,8,87,42,-,48,10,56,89,2,32,87,69,71,65,72,16,78,9,8,47,15,9,9,16,60,82,39,83,10,18,81,34,4,13,65,64,69,29,87,69,53,43,86,61,87,38,91,64,14,17,89,27,57,60,86,27,17,5,49,78,83,93,87,18,65,84,34,44,58,6,25,95,91,69,97,30,86,79,5,59,64,37,57
34,2,36,23,66,52,50,95,98,81,67,73,59,40,70,3,76,63,64,53,72,-,38,14,37,56,3,64,33,71,77,85,14,18,30,74,11,5,60,37,47,81,81,69,8,91,65,55,57,59,35,35,3,65,63,86,66,62,62,39,77,33,49,18,56,19,22,57,1,74,53,94,56,79,13,48,62,74,65,1,8,28,27,70,13,49,25,76,8,64,77,16,69,100,42,14,55,82,71,98
87,95,40,27,74,38,96,16,11,24,76,17,80,29,24,85,84,31,31,89,35,39,-,79,72,56,40,27,18,99,58,64,22,6,7,70,66,52,87,97,88,29,8,87,98,68,78,10,48,92,11,56,20,89,30,14,60,6,27,57,11,41,100,39,9,90,47,73,18,41,49,9,7,3,67,68,41,19,35,85,59,50,34,65,80,8,83,97,58,18,58,21,59,71,17,95,3,51,60,61
24,66,52,95,8,61,46,40,12,19,24,14,28,77,28,74,43,78,98,91,39,45,82,-,84,9,70,64,31,73,24,43,25,37,37,33,93,11,68,27,100,20,14,52,26,37,87,43,65,76,56,35,6,33,44,38,53,81,58,50,34,96,43,23,10,20,47,5,28,41,6,39,79,20,39,12,60,83,61,39,37,57,8,55,82,68,45,76,17,17,20,3,68,50,87,33,82,95,79,14
62,71,13,78,51,26,36,14,79,37,50,56,51,49,48,38,60,68,79,88,52,50,94,80,-,1,94,80,19,8,86,55,68,15,41,72,73,59,93,18,86,75,4,10,48,57,63,74,53,41,63,2,31,44,84,71,61,21,51,74,40,17,69,49,38,22,40,82,3,49,78,16,98,94,9,15,29,41,82,51,39,52,86,48,45,1,91,93,85,53,31,23,31,30,70,66,25,88,25,72
38,42,13,9,56,5,46,99,63,11,65,46,22,56,31,26,6,69,58,10,11,96,70,48,64,-,66,48,97,100,17,55,86,26,37,65,63,55,22,31,90,97,44,77,91,75,26,57,85,68,47,47,15,89,11,82,34,88,27,55,72,16,41,10,88,44,45,82,13,96,93,82,81,80,93,40,72,52,11,52,29,36,59,62,26,12,32,48,10,87,96,78,98,79,76,49,9,28,46,26
81,79,22,3,84,12,15,12,35,64,45,6,12,58,70,54,70,98,37,9,45,62,7,85,10,40,-,15,87,54,10,41,16,38,61,97,7,61,56,21,96,74,48,13,31,7,45,83,3,28,94,24,76,65,79,50,44,79,53,5,88,63,46,92,64,88,92,11,3,55,18,9,72,50,7,6,82,44,50,81,43,76,68,79,40,16,48,80,36,62,48,85,24,91,54,62,27,47,59,74
37,83,20,71,85,93,28,17,34,66,80,60,74,10,22,18,65,1,19,66,35,17,1,70,36,91,41,-,2,37,54,49,40,88,90,75,37,35,34,79,14,88,61,80,34,89,68,19,91,2,79,63,50,98,62,69,46,59,13,74,99,54,56,15,48,61,76,73,13,61,82,55,19,7,2,94,86,21,56,34,28,16,25,13,12,21,84,39,59,78,37,81,30,21,50,72,48,5,28,61
99,38,85,96,84,99,1,49,48,70,41,85,28,8,28,35,7,98,33,22,49,32,95,71,95,12,33,97,-,56,40,18,96,98,7,37,63,46,95,74,52,9,3,30,98,55,26,59,71,29,56,55,94,35,100,50,6,11,97,90,29,62,91,15,56,28,28,63,46,27,72,76,63,15,10,75,97,78,80,82,39,23,59,70,29,86,18,43,33,35,79,6,83,20,60,34,73,17,98,13
66,88,68,35,21,29,34,93,48,89,14,66,48,84,18,67,9,97,60,29,89,37,12,76,90,32,76,6,75,-,98,41,40,1,47,31,1,29,23,58,31,87,94,46,68,12,88,12,33,35,4,23,37,63,20,13,87,42,10,75,18,95,52,1,19,92,9,32,13,14,53,97,59,58,79,86,68,57,3,78,22,98,7,31,99,99,48,93,45,7,8,80,91,35,85,45,100,59,5,35
49,96,91,55,63,54,13,17,75,42,12,38,1,53,74,23,12,31,31,45,98,15,24,94,92,9,20,66,21,42,-,9,40,37,95,7,67,80,33,8,56,85,31,77,99,98,59,27,81,41,37,59,57,13,72,63,45,50,26,86,46,26,98,71,47,29,60,70,43,41,6,19,96,81,93,6,86,22,64,43,100,70,72,33,5,67,13,2,65,30,49,69,43,48,87,93,90,68,2,44
32,49,25,15,80,28,21,77,91,55,89,18,68,9,72,95,34,75,90,82,54,83,31,89,26,67,64,62,39,23,34,-,79,50,8,26,94,88,98,65,91,23,60,23,9,91,56,91,7,51,16,90,30,7,89,24,8,9,67,21,29,61,100,42,75,68,29,59,73,33,41,31,23,59,26,87,55,44,25,99,43,16,79,35,5,64,75,2,41,26,2,3,17,69,51,39,32,54,90,46
89,44,60,95,73,82,62,47,19,91,64,28,68,69,59,33,18,94,12,94,74,80,56,83,88,20,28,59,45,40,51,11,-,15,71,32,41,26,18,20,89,44,95,53,90,91,2,93,94,22,100,48,31,97,28,10,30,92,82,96,77,55,17,44,35,52,52,62,92,52,16,43,65,22,74,6,83,14,31,78,33,11,60,17,12,100,27,24,88,35,76,82,50,18,87,57,37,65,23,8
83,98,54,62,44,100,36,37,79,7,95,40,60,68,44,57,35,24,51,38,27,91,45,30,37,76,67,15,72,8,35,75,23,-,12,3,42,84,71,44,14,37,60,21,77,7,41,86,2,52,3,84,96,68,1,66,65,88,46,58,57,10,6,50,11,47,85,38,35,14,48,26,20,56,100,52,28,92,76,1,12,77,29,99,52,60,73,21,84,21,74,76,67,38,84,86,98,22,86,23
30,97,5,39,82,19,51,98,20,38,72,6,73,53,14,45,85,60,69,38,5,53,83,31,61,60,15,14,4,76,8,86,15,37,-,10,39,77,64,42,12,33,37,5,31,78,92,4,79,88,26,69,58,38,84,34,5,56,56,23,61,99,11,19,61,12,64,50,36,51,44,34,11,50,75,72,67,6,25,2,37,39,100,57,85,13,83,60,36,19,40,68,93,55,38,44,92,2,50,76
33,36,94,74,79,23,52,36,20,41,43,83,78,65,62,20,21,28,48,33,60,34,27,24,8,43,12,79,67,79,95,12,59,78,67,-,71,97,31,12,53,82,49,67,4,29,8,72,58,11,66,84,94,33,45,51,98,71,27,24,33,10,61,57,30,49,80,67,22,71,20,47,50,23,40,17,55,37,72,44,31,64,44,26,63,72,39,43,87,49,32,99,56,92,11,5,63,19,36,40
49,50,84,19,88,82,24,48,81,4,67,89,50,79,45,82,64,55,41,13,37,2,77,13,55,93,51,4,90,30,100,89,1,55,54,91,-,41,15,39,4,9,71,100,78,85,96,87,50,58,64,73,60,66,63,81,48,27,12,13,11,56,58,37,69,86,37,85,72,41,14,19,100,56,50,93,15,72,59,12,70,25,46,64,35,27,83,12,76,32,58,59,81,80,50,91,79,77,59,8
40,27,63,51,12,29,92,51,36,1,67,45,3,95,78,75,75,25,63,14,35,32,88,92,3,39,44,79,68,57,66,3,25,17,5,80,56,-,23,23,86,63,38,70,2,67,6,81,31,11,65,51,82,47,81,8,30,35,100,50,88,51,80,67,72,41,68,8,90,54,47,18,21,2,92,28,80,2,100,43,51,38,10,9,30,20,49,60,32,12,50,18,16,66,65,98,41,27,30,90
11,13,92,37,57,13,65,44,5,24,79,64,63,72,9,88,15,24,80,15,5,24,88,64,54,10,26,23,86,44,63,33,39,65,57,82,46,14,-,88,70,10,79,91,44,10,31,77,88,22,92,73,3,22,14,73,20,100,4,8,75,27,79,44,76,57,69,47,22,31,44,47,70,75,100,69,78,74,9,21,76,21,95,9,35,7,44,21,76,64,81,75,14,85,19,62,72,43,31,25
38,6,65,52,79,27,41,77,76,64,18,23,22,47,91,19,21,39,39,90,30,94,34,82,64,71,65,93,13,65,57,42,24,94,83,70,78,57,64,-,17,98,86,87,63,33,13,40,16,19,45,87,72,98,84,30,59,53,62,29,27,39,94,9,26,33,34,60,95,63,64,81,4,56,4,70,94,53,40,9,86,72,89,73,64,49,58,29,83,18,56,97,14,71,51,13,95,46,24,33
10,43,24,14,4,72,75,98,36,33,7,16,34,93,82,1,89,56,59,12,57,71,51,13,41,14,27,84,77,59,16,5,35,36,45,39,31,58,34,53,-,68,76,68,38,48,35,81,59,46,7,36,86,24,46,1,95,61,16,49,11,44,67,73,71,68,38,28,40,47,31,25,8,47,86,39,87,92,60,5,46,18,54,74,49,44,58,32,71,64,25,72,31,80,59,44,66,18,25,13
32,7,3,55,68,58,93,82,69,11,23,54,90,99,39,82,2,79,71,17,60,40,66,10,82,30,35,16,83,77,14,35,26,35,81,99,38,1,29,68,1,-,92,58,47,9,3,29,44,76,39,1,53,34,62,3,57,54,95,97,32,12,94,86,65,88,29,81,51,51,36,65,65,92,14,84,39,10,77,77,75,49,84,91,68,31,64,48,17,62,16,38,72,69,18,78,71,83,33,46
91,28,56,85,24,47,17,57,26,44,58,93,63,9,21,85,46,41,25,81,34,52,37,78,42,28,39,90,32,14,73,56,95,62,79,49,18,39,76,22,51,77,-,75,2,57,43,76,42,20,73,59,34,8,13,44,21,53,35,78,96,8,99,32,81,53,94,16,80,81,97,8,39,60,92,75,64,13,81,85,80,37,61,74,94,10,27,21,23,41,76,12,30,88,95,67,81,40,55,72
19,44,53,26,96,81,26,80,41,2,67,87,68,84,96,26,75,35,60,36,72,71,97,71,73,25,40,53,56,75,8,82,70,92,30,87,38,93,23,43,35,16,44,-,98,24,15,14,37,13,15,22,94,56,67,61,25,89,2,7,45,21,100,56,56,52,52,31,37,1,94,2,2,41,99,93,41,6,87,32,79,40,45,100,93,47,75,66,25,59,90,82,96,2,100,5,46,43,56,96
82,70,73,28,89,6,58,14,3,51,93,98,85,80,91,39,40,91,55,83,18,41,40,52,52,98,13,54,23,38,20,75,17,74,62,77,18,22,86,73,73,46,23,57,-,29,67,51,29,59,59,49,76,96,43,25,1,31,2,43,5,98,24,41,39,1,65,85,75,81,64,35,57,44,88,81,56,87,12,17,66,2,98,55,74,86,70,58,31,20,11,52,40,91,90,98,52,13,27,21
81,34,74,8,43,49,82,51,92,85,73,17,95,47,53,76,34,86,16,13,35,95,10,91,23,57,48,92,37,35,90,60,75,49,14,66,24,16,6,46,96,37,8,3,5,-,54,48,4,62,90,32,4,25,34,99,48,57,29,11,79,56,100,16,78,30,37,100,77,83,76,43,6,17,72,42,99,33,2,2,56,30,86,97,42,58,15,16,76,89,1,93,85,22,42,40,72,57,89,59
91,38,31,68,49,81,10,56,82,21,32,11,92,67,28,74,61,83,69,100,7,70,75,27,62,72,54,81,79,42,79,79,25,79,46,63,79,43,40,90,71,10,58,22,12,30,-,53,63,99,85,30,73,68,38,20,74,78,31,96,87,43,36,92,46,95,55,54,14,34,2,62,1,35,71,85,63,82,61,81,82,33,8,19,37,72,72,27,47,89,37,53,18,82,44,68,91,87,12,88
46,77,70,50,30,55,64,87,85,17,58,63,69,29,18,26,55,88,6,92,27,63,70,17,81,30,94,75,55,49,17,11,67,59,88,43,32,6,71,72,99,31,60,56,66,12,19,-,36,39,8,74,61,56,14,89,19,73,64,5,77,56,6,48,40,2,81,30,63,51,50,70,78,46,10,23,30,21,41,35,97,53,88,41,7,56,59,96,98,4,60,46,39,61,27,61,5,77,23,76
97,7,32,63,58,27,71,41,42,29,15,45,10,48,94,16,63,3,14,68,23,97,30,81,26,71,67,18,79,29,36,48,80,98,21,85,40,85,71,48,56,10,14,31,74,76,11,53,-,1,88,76,3,19,73,29,45,56,30,26,4,83,69,48,12,68,22,47,55,81,22,87,9,6,82,58,76,35,63,34,17,32,95,97,17,66,32,32,1,69,20,54,51,65,94,2,16,32,56,82
46,8,63,4,97,73,50,69,50,6,82,37,5,79,13,65,39,39,69,49,88,9,79,56,9,41,9,28,68,96,20,30,99,54,69,48,14,8,63,88,64,96,78,16,28,62,68,95,75,-,97,66,69,67,29,44,7,16,32,83,61,33,64,7,3,47,59,37,75,95,66,67,32,65,79,4,26,24,84,16,98,76,86,93,20,82,73,100,95,77,17,21,49,35,3,29,67,66,88,33
78,86,26,87,6,49,23,6,7,49,50,41,71,4,48,3,68,61,39,64,7,83,55,86,13,14,85,94,16,29,2,8,66,50,60,23,88,2,32,2,4,30,33,81,73,91,32,86,92,47,-,72,49,10,25,24,70,97,40,60,52,89,95,67,53,65,9,33,47,70,75,30,36,75,20,48,71,99,40,50,92,1,67,55,40,30,79,7,33,61,78,12,26,38,84,14,72,11,43,64
74,36,60,9,100,58,77,81,91,7,35,23,17,99,27,84,15,24,5,45,59,14,59,58,97,77,45,24,11,47,77,59,35,95,6,19,40,51,17,31,1,24,56,18,45,7,75,47,60,29,33,-,55,54,55,98,21,76,94,97,81,7,89,59,93,23,22,81,16,57,60,57,89,79,57,93,23,58,69,36,59,83,2,19,86,77,59,57,4,89,62,52,22,52,14,86,12,86,54,12
76,94,93,72,12,100,11,8,23,94,44,9,30,48,5,15,31,82,41,42,5,31,7,48,95,25,84,13,73,6,76,49,22,5,95,12,73,84,17,36,56,74,44,71,38,43,98,53,49,38,74,61,-,92,11,47,90,6,79,30,5,59,79,24,46,85,97,64,65,71,16,54,38,25,18,35,6,86,29,93,21,46,2,93,87,72,86,36,39,74,39,23,41,58,33,19,7,23,50,5
53,61,95,51,65,1,59,49,25,36,82,70,81,83,73,47,29,57,73,49,34,67,79,28,92,99,18,41,33,73,99,16,49,49,5,68,51,30,60,98,23,100,82,45,17,22,28,88,21,11,7,57,96,-,31,98,54,25,87,55,19,50,5,44,32,86,37,76,97,91,45,66,53,4,22,35,97,3,40,51,68,75,61,67,98,82,91,87,53,50,40,25,49,18,25,9,24,60,99,91
22,3,38,98,81,23,94,47,83,67,8,14,20,26,99,66,34,22,8,15,58,83,3,13,33,50,56,32,29,2,66,97,38,88,33,21,29,57,73,80,48,64,97,13,51,69,68,95,97,43,23,52,55,77,-,35,28,2,55,50,13,30,19,18,6,61,83,58,58,74,62,71,59,55,71,32,50,59,35,96,9,10,74,90,43,82,40,99,20,69,57,63,93,85,16,76,27,52,53,16
45,35,72,63,14,50,51,69,13,96,22,35,5,66,72,89,82,13,95,9,77,53,59,29,18,68,65,58,1,4,98,53,94,60,54,34,19,13,52,90,29,47,35,45,17,19,68,17,99,20,42,72,95,43,85,-,59,19,47,13,1,39,100,52,55,41,84,2,25,33,68,63,80,87,83,67,81,74,63,16,78,7,57,16,48,52,42,79,46,9,4,85,34,57,92,27,57,40,3,53
53,88,21,92,76,70,12,42,18,4,74,76,38,97,24,78,11,64,30,85,80,51,7,3,77,14,9,37,16,83,97,100,83,100,13,13,44,51,100,17,98,14,39,15,80,92,100,32,94,84,77,13,53,11,46,98,-,19,14,40,44,47,62,41,40,88,18,81,3,38,11,72,9,33,10,32,24,38,76,19,17,95,79,68,49,40,1,99,70,28,63,66,8,76,13,50,90,41,70,100
73,40,12,87,35,100,59,31,94,81,84,45,8,98,67,35,60,22,82,6,83,40,15,85,17,47,87,66,17,38,100,67,37,88,100,79,9,60,42,98,71,75,72,51,72,90,94,36,44,2,43,67,100,84,75,1,2,-,97,97,32,46,85,43,51,90,78,52,23,49,67,24,63,87,14,19,60,48,30,83,31,68,21,42,28,22,28,26,54,16,50,78,51,24,90,52,57,45,5,64
16,62,86,92,15,4,79,7,80,27,24,5,22,91,93,22,25,76,89,28,43,17,68,2,41,65,33,66,37,80,76,40,33,22,35,28,67,12,72,74,29,39,69,68,76,98,62,29,51,81,36,80,66,85,28,20,94,85,-,94,42,73,84,42,87,67,59,60,86,1,66,77,41,67,35,86,2,38,83,71,89,36,72,80,67,4,81,39,46,25,60,35,26,65,59,12,80,27,52,43
81,76,73,93,74,20,91,19,19,24,80,49,1,13,44,73,99,9,83,68,90,54,94,70,61,78,19,50,61,78,60,34,95,87,40,70,44,5,53,68,84,33,94,42,30,28,88,49,11,10,12,56,97,67,5,41,64,80,94,-,82,11,80,68,90,58,55,77,76,23,30,16,76,59,77,25,65,41,5,89,100,15,79,77,63,42,72,46,21,47,33,41,61,67,87,62,41,19,51,82
50,41,60,85,93,83,84,36,7,100,58,87,86,95,67,66,23,42,2,80,17,53,44,57,32,10,72,85,45,23,96,98,16,87,27,58,16,29,7,31,95,32,59,55,91,56,95,5,28,70,1,31,87,86,60,39,54,85,18,15,-,46,41,55,29,2,69,26,86,18,5,42,34,26,30,7,4,30,52,26,26,19,52,52,20,36,72,32,16,89,49,48,45,58,71,29,61,71,16,94
51,66,56,32,89,91,71,39,81,66,50,52,12,53,2,49,56,38,37,34,53,24,47,76,66,72,57,52,17,62,32,8,97,95,92,71,43,61,88,95,99,96,91,4,1,43,51,43,18,91,95,56,4,43,37,97,92,55,34,53,45,-,47,42,97,24,49,90,100,32,25,17,16,46,58,99,34,55,30,59,73,50,35,93,18,16,17,18,63,99,95,42,92,86,50,3,52,58,3,26
81,76,87,42,2,98,43,39,77,52,27,97,50,38,45,96,15,74,42,63,60,67,81,58,68,50,52,84,58,25,93,89,6,98,62,54,66,73,94,30,41,23,45,82,73,76,97,37,74,60,52,95,95,51,65,46,50,9,94,72,70,8,-,8,65,76,77,26,61,79,69,53,86,67,8,99,92,30,6,80,28,7,58,86,65,97,11,24,86,70,2,45,4,54,44,90,97,36,19,40
98,46,57,69,33,33,16,8,94,42,67,15,58,74,3,11,52,33,87,23,27,83,97,66,16,7,84,29,26,1,15,73,4,1,98,83,83,13,38,88,71,54,63,44,39,81,98,16,18,87,76,67,21,2,39,1,57,99,75,92,48,81,71,-,58,85,99,92,51,42,53,67,12,64,31,81,31,27,44,73,38,91,20,80,41,91,21,22,65,70,74,41,83,21,16,94,95,57,92,91
67,41,90,66,42,60,66,41,24,84,35,37,77,87,26,94,90,80,9,99,16,31,12,37,84,62,64,4,55,71,58,84,41,26,25,31,12,24,39,4,60,88,24,87,83,91,18,14,34,95,55,43,82,10,14,65,93,23,80,87,88,21,52,6,-,25,81,20,56,100,8,79,78,86,37,35,83,99,68,54,44,96,35,89,44,31,59,89,55,22,99,89,4,47,73,9,60,51,52,59
41,28,65,98,39,42,98,14,65,64,11,11,1,6,25,34,15,50,89,2,100,64,64,16,41,72,81,94,54,54,42,83,43,39,82,94,3,56,92,73,36,96,68,9,31,88,1,69,41,15,74,34,77,67,52,28,52,96,49,83,31,17,24,89,79,-,87,3,10,47,92,55,17,80,65,6,98,7,37,90,65,16,6,28,62,94,53,20,39,18,29,68,76,64,72,19,28,62,29,96
39,96,70,59,25,10,90,22,49,21,6,70,46,54,20,2,28,66,2,100,38,39,100,66,87,55,9,82,13,58,43,68,18,35,54,73,26,47,30,68,54,42,99,28,65,89,67,79,11,98,75,37,71,42,57,93,29,84,31,73,22,16,78,100,33,35,-,29,37,18,48,69,86,14,98,26,30,78,68,9,69,28,98,81,55,92,70,80,6,4,11,54,61,23,51,3,59,61,56,95
69,91,62,14,68,33,9,28,69,53,69,42,22,78,53,25,98,69,36,100,39,44,22,19,14,32,3,94,25,41,19,57,82,68,25,21,89,90,7,38,64,87,79,72,9,41,77,12,24,17,58,45,22,86,49,89,14,77,81,66,68,6,17,45,24,25,98,-,95,15,55,62,13,61,31,6,34,66,82,17,30,6,29,5,77,13,25,96,82,33,82,61,37,83,78,99,54,84,14,35
26,61,17,16,32,83,78,9,44,18,23,50,41,58,11,53,94,84,24,58,62,72,73,36,77,89,7,88,26,67,14,77,55,98,71,51,62,16,9,66,48,14,46,38,17,48,7,79,52,36,34,87,67,78,93,55,47,36,45,67,49,40,91,92,62,72,79,72,-,42,68,57,1,91,25,36,82,79,6,33,69,3,33,30,32,74,43,34,94,24,74,27,84,34,88,66,80,77,52,87
