150
0
64,76,67,51,51,51,88,43,55,16,82,-,84,100,18,30,89,77,78,29,100,22,30,39,88,63,28,12,50,36,52,21,31,61,79,88,48,62,52,47,9,38,96,18,18,13,64,40,21,65,72,24,70,54,37,18,44,80,96,51,9,64,45,60,43,44,66,20,59,74,55,57,45,58,39,88,33,90,60,3,29,66,10,52,77,6,90,78,18,52,90,3,83,55,97,39,1,73,80,7,99,83,46,20,11,1,97,7,20,36,53,45,4,100,32,73,100,59,57,74,31,30,86,94,57,95,91,94,9,64,78,56,35,47,84,19,82,57,84,99,83,89,100,21,37,58,44,65,19,23
85,24,40,64,39,30,42,41,15,62,84,85,-,38,63,27,66,87,25,95,96,39,69,24,58,1,73,24,67,46,66,70,32,82,89,85,27,98,86,68,57,35,39,12,50,80,36,9,54,64,12,22,87,29,87,47,96,23,35,31,74,89,11,53,29,25,35,84,6,39,95,22,68,53,2,15,52,18,5,14,95,38,13,60,93,33,94,26,72,74,61,47,94,19,78,86,93,61,75,43,63,69,97,67,70,69,30,31,52,5,96,7,87,31,17,1,61,19,63,79,93,88,85,12,58,88,72,26,97,33,95,37,55,77,43,23,97,64,21,46,28,36,42,17,48,32,72,96,88,98
28,8,21,71,38,23,18,16,44,34,54,83,58,-,47,92,18,70,14,53,38,69,23,12,90,32,21,25,5,12,47,4,76,16,27,84,21,49,18,94,70,98,50,11,15,77,68,29,49,30,17,30,72,9,62,39,36,57,65,56,84,83,90,22,44,54,1,76,85,55,78,93,100,13,21,71,70,65,46,65,42,25,81,89,75,65,58,58,21,77,88,19,60,9,97,78,55,10,97,68,63,43,81,6,13,26,60,47,95,22,68,96,88,36,11,83,33,50,14,24,59,60,38,79,26,9,28,39,39,25,36,80,65,1,58,32,69,92,91,50,79,58,25,13,2,54,66,92,67,38
22,19,78,80,41,76,5,76,51,56,98,55,83,83,-,68,60,68,84,60,24,80,53,39,23,46,65,11,14,9,37,6,22,30,73,4,72,71,68,44,87,66,24,21,17,64,43,63,42,65,23,79,97,24,83,63,18,47,44,41,99,68,84,25,77,74,51,91,87,53,91,45,73,2,68,17,80,68,42,87,73,13,11,75,83,1,18,6,15,13,24,34,9,83,53,60,49,80,82,41,71,21,75,12,2,74,39,1,17,10,38,25,72,32,87,97,90,94,61,35,2,78,42,87,59,77,36,64,63,36,99,97,49,97,38,9,97,95,49,33,79,61,84,52,50,38,11,55,5,83
88,70,85,59,54,5,88,92,45,56,20,78,21,1,5,-,84,36,92,88,61,29,46,78,23,90,49,16,37,67,67,4,30,49,99,5,13,81,64,28,89,5,30,9,57,59,67,63,45,78,32,33,32,99,33,78,58,42,38,47,35,83,28,45,40,63,32,95,56,66,20,60,47,27,95,35,28,13,62,62,15,29,10,68,14,11,32,43,62,57,89,29,36,52,72,48,5,14,77,88,88,11,92,65,100,78,96,29,55,40,81,29,46,9,28,32,82,92,38,28,100,97,60,61,16,27,12,34,84,23,17,18,57,30,48,2,79,1,87,56,75,77,97,66,70,38,49,8,64,8
75,49,46,66,58,15,81,81,68,74,62,26,76,56,92,16,-,32,40,87,30,77,47,55,97,23,15,70,82,39,50,73,48,41,93,17,11,16,27,77,97,86,37,43,63,55,75,98,6,48,82,68,49,3,20,90,52,97,12,55,66,55,18,13,39,46,71,50,71,38,34,72,39,10,100,33,83,33,49,1,74,62,85,77,52,50,93,32,10,75,25,34,99,94,50,44,9,52,74,74,88,65,97,9,95,17,47,36,95,58,43,50,91,21,97,82,100,99,28,79,43,51,76,26,56,100,51,65,6,22,10,43,29,31,48,46,9,89,80,85,48,62,56,25,44,80,26,98,81,64
82,69,15,51,16,83,34,11,35,75,76,40,46,77,28,13,53,-,24,17,77,28,64,31,83,67,23,30,53,96,3,12,17,16,47,74,74,98,23,16,35,25,8,1,59,96,79,42,53,76,89,45,24,90,83,81,55,57,16,25,25,62,76,84,89,89,50,54,88,49,24,83,32,26,10,51,76,91,56,83,61,17,90,52,61,87,36,21,77,45,31,71,47,42,42,57,1,99,25,9,86,5,36,32,52,83,89,61,71,89,92,59,68,86,35,20,88,89,52,59,58,66,100,33,89,43,100,93,74,77,100,27,71,18,73,65,27,99,55,15,13,82,80,63,38,16,65,97,56,37
77,29,51,13,12,46,24,46,10,10,53,43,97,26,50,62,20,95,-,17,95,42,57,99,80,63,39,40,73,70,43,29,59,12,49,94,26,81,9,50,56,26,9,97,97,32,73,14,9,34,66,87,87,14,6,50,14,7,74,20,66,18,50,23,34,38,10,38,45,68,66,67,27,45,34,80,21,49,10,90,12,97,48,50,3,48,33,19,1,30,57,53,46,10,30,95,52,56,54,66,52,87,73,64,47,52,93,76,45,89,11,76,38,35,62,99,54,92,29,66,27,33,99,4,23,66,51,57,59,54,18,46,18,31,57,28,69,22,80,93,53,28,60,41,92,22,26,62,33,53
62,71,45,95,39,18,89,29,91,40,5,85,45,17,73,5,88,41,96,-,42,97,87,75,59,41,69,66,10,65,79,28,58,1,53,81,98,6,29,3,23,8,18,45,14,21,84,46,100,27,99,7,6,83,27,95,89,2,28,83,21,42,18,81,24,25,71,21,59,94,30,73,18,58,84,70,66,53,1,80,32,96,83,49,59,82,13,16,100,27,8,3,76,2,74,78,57,30,82,64,92,26,42,29,39,82,80,47,67,27,40,46,33,56,23,61,54,80,59,85,99,27,81,39,97,27,27,80,95,40,91,70,30,6,96,88,16,87,23,5,27,9,19,89,53,97,87,3,33,30
84,73,98,70,45,73,10,72,23,37,33,54,63,3,9,97,23,53,32,88,-,48,47,33,43,68,4,14,10,1,4,100,69,31,26,7,44,100,99,34,13,61,6,12,43,46,33,56,74,14,59,96,35,84,74,88,48,51,26,80,89,76,68,11,87,78,91,12,87,5,6,29,64,37,67,99,36,38,37,98,56,77,78,11,24,52,31,79,89,33,60,54,78,37,65,40,100,58,24,10,60,50,53,60,83,96,92,61,74,30,19,42,68,4,92,22,86,23,58,35,59,48,44,62,82,44,70,14,49,7,2,5,5,55,96,69,11,88,37,60,84,72,46,50,7,83,11,55,72,51
59,4,20,83,33,63,99,54,74,22,93,47,84,45,83,78,81,64,65,69,13,-,4,51,68,80,42,12,3,58,22,25,57,56,88,13,92,65,51,7,37,97,41,95,11,89,17,29,18,97,32,75,88,88,1,7,9,25,40,73,95,1,14,62,87,88,45,96,38,91,8,60,53,33,19,11,34,54,55,12,44,54,27,68,67,32,64,16,24,20,81,100,9,55,79,17,98,39,51,31,65,73,12,90,31,22,90,70,79,87,40,65,80,96,30,43,55,94,2,20,54,5,88,95,88,58,9,60,71,88,71,60,3,87,98,35,31,27,47,31,27,72,73,99,8,40,88,30,55,96
46,70,93,66,78,23,57,25,5,96,98,18,47,93,93,43,39,62,10,18,91,78,-,43,94,47,97,96,22,91,11,85,58,34,29,88,82,62,37,86,5,80,40,66,85,79,7,45,9,22,5,30,5,15,82,80,23,68,71,99,86,58,92,54,94,88,88,23,92,98,53,91,35,86,57,59,69,60,41,92,12,98,66,60,65,65,46,41,64,59,25,54,96,18,75,63,40,62,22,36,70,83,93,3,49,15,74,85,22,50,3,56,70,25,26,76,97,27,60,27,32,74,8,8,90,34,79,87,40,17,66,84,46,59,34,44,85,80,24,42,55,73,40,53,83,45,16,78,16,83
64,12,72,88,8,95,50,65,61,12,35,80,85,73,11,43,23,67,57,64,41,96,30,-,60,89,96,76,47,93,22,95,35,45,20,9,57,42,97,82,89,45,57,91,66,50,29,50,85,4,24,22,30,46,17,90,62,97,44,26,99,43,18,64,55,10,80,54,76,17,92,34,26,13,41,96,83,60,13,66,10,39,78,83,71,72,52,56,49,55,14,5,58,16,41,84,15,90,63,75,31,33,78,56,34,10,95,85,1,25,16,71,39,33,95,12,37,77,90,6,85,99,29,97,42,4,59,16,68,85,83,22,10,37,49,68,57,36,56,1,84,8,74,50,53,24,77,21,83,100
67,38,87,32,5,77,49,47,37,2,32,29,36,36,40,2,48,8,73,94,3,19,94,94,-,48,44,54,18,33,32,54,92,47,3,22,72,36,22,23,89,80,76,88,35,62,42,17,96,64,22,31,24,40,31,70,47,99,50,62,33,94,57,70,96,87,47,18,24,92,36,94,23,70,69,76,15,9,4,61,33,91,42,54,59,67,96,81,15,52,79,96,77,51,74,97,15,89,18,44,100,20,60,45,91,81,42,40,71,67,61,67,67,59,42,58,98,79,99,10,44,32,73,48,12,100,82,64,88,86,96,46,89,16,46,3,60,5,95,100,69,54,64,47,54,90,11,40,36,85
93,31,86,24,78,41,2,42,82,16,20,47,16,68,85,55,45,32,73,79,35,27,46,48,1,-,90,50,33,26,6,20,31,43,35,26,2,85,21,39,88,55,66,29,23,86,75,91,84,6,78,26,90,51,18,22,88,48,7,47,63,9,77,85,92,56,92,28,92,4,89,95,9,62,46,41,35,61,64,82,40,89,67,100,86,35,92,30,45,65,18,44,40,32,58,72,5,54,43,72,43,38,70,64,68,39,97,10,64,19,2,93,79,42,26,34,7,92,32,18,53,39,25,65,96,24,37,56,69,39,34,9,69,59,74,76,65,64,24,98,54,15,60,75,12,27,92,86,46,44
76,56,35,5,40,17,6,90,9,96,51,66,98,5,52,21,7,35,62,21,99,68,100,80,68,91,-,79,71,23,88,78,34,15,49,47,75,35,3,88,100,55,49,98,93,66,48,38,63,6,35,39,34,7,56,21,88,10,71,74,61,20,45,63,61,9,46,79,37,3,5,73,67,51,54,80,37,16,42,31,33,56,71,4,13,65,99,36,73,45,100,93,74,1,27,44,54,3,45,26,16,60,12,99,25,98,98,38,31,8,47,71,96,19,88,47,90,19,83,1,70,42,96,77,94,76,14,92,77,25,75,36,10,22,82,35,39,47,38,16,55,12,17,69,40,6,64,48,96,91
17,28,29,100,70,32,72,90,87,73,28,71,12,94,55,49,64,53,37,76,23,60,51,97,42,11,96,-,94,84,20,51,6,36,26,92,74,48,22,67,34,12,75,29,60,31,60,68,35,45,92,19,17,46,62,1,32,55,16,93,21,65,39,16,31,24,40,62,77,33,21,60,3,41,55,97,6,31,91,57,51,69,38,35,29,91,22,36,35,29,70,82,4,48,38,60,3,80,29,15,31,16,73,83,10,11,23,70,42,56,64,36,85,39,25,46,36,99,43,40,26,79,87,46,91,73,99,74,33,29,30,45,21,36,83,44,2,14,19,94,22,43,85,28,64,58,58,42,77,68
82,63,3,59,56,23,63,18,87,15,14,56,81,2,93,48,24,60,35,55,69,69,61,11,77,36,32,95,-,61,77,17,49,49,52,58,51,33,20,23,96,78,11,44,69,5,94,18,71,70,58,90,2,84,18,63,59,34,15,70,100,88,10,69,76,86,74,71,13,46,10,8,7,24,60,31,31,36,58,4,33,66,55,40,57,87,13,68,90,47,99,13,59,12,37,94,24,5,75,49,48,29,10,82,69,91,94,96,85,47,66,84,15,94,52,20,18,88,77,82,94,66,36,8,48,42,35,20,79,32,6,73,30,41,48,39,66,59,18,13,13,34,3,16,60,96,97,83,14,87
73,72,31,24,16,87,95,34,95,93,15,19,91,29,6,54,25,42,93,34,21,61,72,63,98,33,67,72,59,-,65,50,96,6,1,17,28,8,31,24,88,37,96,5,83,4,17,50,100,68,67,58,3,9,3,37,69,40,43,1,47,28,70,4,81,55,75,41,83,15,91,30,22,21,59,82,36,60,7,16,100,79,30,90,23,45,46,6,56,1,24,47,38,72,13,11,99,24,55,88,59,27,55,30,58,88,54,13,37,34,84,5,10,1,35,73,71,20,35,32,49,16,1,97,84,43,89,49,97,72,53,28,13,45,40,8,14,30,24,49,49,65,65,85,44,24,7,17,89,58
1,32,75,31,3,44,17,28,96,50,92,76,84,66,51,84,44,19,90,76,94,80,8,44,82,63,97,51,27,84,-,38,7,21,67,54,99,26,56,54,40,98,50,59,79,67,31,11,35,77,35,35,14,72,13,29,34,68,69,12,41,29,89,49,24,13,56,71,51,90,47,34,91,53,4,70,82,24,93,10,2,21,97,8,75,14,25,72,39,65,35,65,69,30,95,51,49,7,89,76,8,10,45,44,27,74,85,72,54,84,88,9,28,41,67,49,63,25,9,71,22,90,1,67,47,17,69,57,89,13,59,20,84,21,10,56,88,9,44,18,42,11,92,41,28,43,58,48,70,46
13,71,44,86,8,72,66,37,2,71,97,78,43,28,44,27,2,79,58,73,24,60,29,62,66,37,6,20,10,65,51,-,15,82,16,14,45,25,43,74,5,14,19,39,76,8,78,52,15,29,22,84,56,91,56,37,45,4,32,35,87,9,17,28,58,84,40,1,20,26,59,17,32,26,83,73,39,80,10,44,97,25,86,67,15,14,19,68,91,89,25,55,82,72,34,55,77,51,15,70,19,35,56,7,7,12,96,57,11,53,5,96,69,32,39,4,78,96,58,50,86,80,35,44,55,24,92,20,48,53,62,33,11,91,98,70,44,15,12,57,77,10,3,20,89,85,38,59,23,49
68,91,79,36,39,43,50,11,37,68,3,59,88,32,7,74,37,62,82,15,34,100,36,49,56,76,73,27,65,75,8,3,-,2,41,78,95,38,44,39,30,97,34,21,90,39,45,52,32,19,61,26,46,65,20,70,27,80,70,39,15,26,37,3,33,3,49,15,94,58,30,72,36,51,94,31,22,40,2,6,61,59,63,52,40,72,35,46,23,37,70,66,11,96,3,15,45,39,99,64,32,20,84,75,3,42,69,32,95,28,8,61,78,87,86,81,100,91,20,84,46,40,9,3,78,64,99,4,59,8,92,59,70,62,58,73,88,47,32,49,5,90,91,25,83,99,94,1,21,4
59,6,97,22,54,62,48,11,13,64,22,62,40,64,29,14,51,7,16,100,9,29,70,75,46,48,98,78,79,6,29,7,63,-,27,28,90,45,44,90,9,94,73,56,27,94,89,79,29,5,6,78,19,74,2,36,8,80,76,2,15,87,4,47,1,96,23,56,40,1,22,9,88,77,25,37,49,45,18,65,44,55,9,49,48,89,40,99,97,1,23,95,26,44,58,46,35,66,57,88,65,23,93,55,52,56,37,89,85,14,43,55,79,76,42,21,76,98,91,84,94,82,55,73,73,1,53,69,57,75,54,88,95,82,3,19,88,86,76,80,28,2,96,60,67,34,40,25,63,77
80,12,75,60,100,27,48,7,30,3,23,11,36,27,68,80,15,23,86,21,79,36,76,19,96,97,83,65,77,17,15,4,94,22,-,31,58,42,71,10,72,60,59,32,38,65,66,69,80,44,36,24,2,8,56,76,68,35,62,86,80,37,92,65,1,73,72,22,53,70,59,84,72,92,50,3,12,47,17,53,48,98,22,49,83,48,34,87,28,25,84,52,17,24,38,86,42,92,36,92,81,4,20,13,29,12,10,20,71,47,87,100,98,33,88,90,16,77,23,62,67,89,2,36,98,3,37,3,10,15,20,82,40,76,92,9,81,67,49,92,8,57,22,45,78,66,86,27,68,7
23,85,20,66,92,69,97,26,100,35,30,68,88,56,1,14,36,34,53,48,83,16,67,13,84,8,62,10,86,70,78,45,10,38,98,-,40,9,93,36,71,83,3,63,36,6,21,88,10,40,10,81,24,29,57,9,44,20,91,28,41,80,52,48,84,58,82,87,7,51,30,52,29,30,17,28,52,58,28,100,53,65,44,24,42,51,46,20,76,30,79,100,90,41,74,5,81,65,25,86,56,36,55,15,88,22,73,82,47,15,98,42,6,52,9,4,31,37,50,38,76,88,78,74,91,8,65,90,65,76,75,75,3,6,26,51,46,26,27,19,12,74,50,21,88,100,74,99,63,51
100,72,58,61,15,55,54,40,67,87,52,3,72,68,13,2,19,81,2,58,52,34,87,76,84,72,40,40,22,85,99,11,9,59,80,90,-,77,3,39,65,94,59,6,3,80,12,49,77,29,57,100,38,25,14,82,64,83,77,87,85,33,38,76,20,43,7,20,57,82,1,43,57,66,24,87,39,96,18,94,48,70,58,37,33,19,35,68,22,71,42,100,15,41,34,55,93,23,34,20,95,35,12,43,89,79,90,86,29,48,10,90,6,65,23,40,46,17,93,48,52,62,45,100,90,99,30,58,8,23,78,91,40,37,66,43,31,34,39,100,34,66,35,31,93,18,67,56,72,100
44,5,17,98,73,41,11,61,69,63,67,79,73,28,32,57,52,51,28,15,83,86,50,23,10,93,59,26,78,12,24,35,92,40,29,31,87,-,5,83,53,69,14,70,14,4,16,26,13,57,12,78,75,86,65,57,9,55,62,43,39,79,99,2,10,26,11,58,59,29,47,51,56,33,18,59,45,63,32,14,52,7,96,89,10,91,64,93,25,66,96,50,5,37,62,50,4,34,88,73,75,51,5,6,71,77,10,62,24,35,56,55,43,79,33,54,13,90,61,7,71,7,24,31,47,23,72,23,13,93,55,7,89,10,80,62,53,48,68,86,61,60,56,86,88,46,79,27,22,63
38,53,27,1,55,49,87,30,36,83,70,55,88,67,25,67,38,71,11,84,6,78,68,32,17,58,99,12,17,89,62,29,2,86,89,20,70,36,-,35,49,5,15,44,63,25,26,90,4,73,22,67,5,41,83,51,90,92,49,3,97,74,76,40,85,25,50,43,64,60,68,75,27,6,15,4,67,32,28,91,20,85,19,50,56,63,19,94,14,77,14,95,35,92,45,24,46,71,34,93,46,83,85,11,37,21,53,27,57,46,14,65,43,5,80,58,36,54,83,15,33,74,1,52,59,4,9,28,50,96,86,2,46,55,83,2,36,35,54,91,72,66,35,72,22,63,23,29,44,14
57,6,34,69,21,36,41,39,41,30,48,44,71,50,18,97,55,89,92,20,71,65,84,36,76,8,26,46,82,45,13,18,88,29,68,38,93,63,80,-,38,6,75,30,17,55,93,90,93,41,90,9,33,94,49,81,26,40,91,5,99,6,44,87,47,88,6,63,73,95,13,84,100,42,48,49,42,80,23,73,16,82,53,48,9,4,40,8,50,94,91,16,20,60,94,88,61,66,8,67,62,77,68,42,87,19,44,93,67,67,98,33,20,97,42,18,90,4,93,63,88,24,40,62,20,38,32,73,63,39,47,33,39,37,83,54,17,90,51,57,5,83,50,91,79,45,7,42,65,63
99,77,55,21,27,48,40,63,31,32,39,20,72,4,42,19,75,34,3,42,13,40,7,19,66,27,73,80,30,53,98,7,73,21,85,43,3,6,68,15,-,11,32,75,9,28,49,38,62,61,22,77,16,90,17,97,50,60,70,47,66,93,22,93,56,3,10,32,53,57,64,87,5,42,55,77,52,13,63,10,57,50,26,98,86,33,82,6,42,45,13,30,73,95,16,62,45,80,89,41,41,7,84,99,18,91,45,6,90,53,72,30,74,3,4,60,10,37,97,11,28,11,97,66,93,73,33,2,43,93,45,83,45,23,43,53,7,51,91,66,64,66,54,82,33,92,39,97,95,80
3,66,79,27,37,67,80,54,41,19,83,58,62,13,85,1,38,36,83,14,64,96,55,57,83,68,35,22,94,6,33,24,92,48,95,74,20,38,89,90,17,-,16,65,50,93,82,28,47,94,69,23,9,97,77,26,92,87,19,19,21,80,69,57,7,61,23,100,67,26,15,36,9,19,2,92,25,11,89,73,71,5,64,80,71,41,25,75,35,55,68,7,42,45,2,31,27,51,14,83,29,59,20,71,38,55,79,33,2,77,54,85,31,45,45,82,89,43,84,70,88,50,99,12,88,46,44,51,64,66,57,24,55,13,69,32,90,53,44,17,94,38,69,65,86,79,100,57,89,83
63,33,31,67,6,31,35,88,89,41,79,89,64,31,74,98,71,77,56,62,13,47,98,14,25,71,42,73,81,66,37,59,45,2,80,52,85,23,7,11,65,18,-,59,75,3,74,5,93,75,46,86,92,75,60,85,76,55,66,47,92,6,25,98,71,44,72,30,27,80,48,3,57,99,36,55,14,23,6,7,77,1,15,49,94,59,94,53,31,56,100,92,50,57,84,99,76,76,37,87,40,26,92,82,3,90,68,93,80,92,15,15,31,83,2,38,62,38,71,64,12,27,84,49,87,23,11,39,51,45,59,31,12,68,89,59,76,100,76,48,12,33,23,74,55,9,45,98,54,62
10,21,66,14,47,49,95,42,5,80,74,81,92,86,12,54,61,44,56,2,31,85,34,83,45,76,59,36,5,14,78,64,43,72,34,78,20,72,67,22,55,17,51,-,31,3,98,1,70,3,26,82,94,58,93,85,4,66,49,64,67,22,12,13,43,58,44,35,13,84,49,42,80,18,2,90,87,58,33,83,81,28,25,90,61,71,4,49,82,20,96,52,75,55,12,64,40,41,71,67,37,27,99,44,22,21,96,95,53,23,81,53,53,57,57,98,89,34,42,84,39,29,100,11,84,8,82,19,31,32,50,76,64,75,25,100,76,53,98,42,5,49,74,96,16,17,85,86,84,81
70,74,97,91,3,20,51,1,73,97,87,94,43,94,99,78,48,67,37,76,73,60,60,8,100,20,9,38,90,66,26,16,63,64,27,49,99,3,96,35,19,32,84,37,-,70,85,28,27,82,83,64,48,50,4,19,55,4,81,97,74,74,76,10,43,86,7,49,52,28,1,58,12,14,24,92,21,90,55,43,58,79,86,21,75,57,29,10,55,11,62,37,66,86,38,18,88,54,60,27,53,24,32,24,10,1,41,77,94,22,53,50,21,48,99,84,45,29,58,69,37,45,55,68,10,92,33,89,83,11,97,84,49,14,32,62,82,48,88,41,8,84,24,39,74,87,1,86,56,97
35,88,11,45,3,7,63,18,46,70,67,77,53,38,4,66,62,74,17,14,19,22,63,55,92,47,73,1,70,99,36,11,29,98,48,70,97,25,24,32,51,13,22,48,26,-,67,39,16,84,85,38,63,3,28,79,18,2,94,90,28,93,66,95,99,86,33,39,86,57,95,26,82,85,96,38,93,76,86,65,77,4,92,70,71,29,34,100,88,74,2,56,100,16,69,26,91,5,81,9,31,76,6,88,38,62,100,46,76,53,34,10,31,25,90,89,95,93,72,46,30,77,57,71,55,4,2,64,12,5,5,58,52,10,3,86,83,75,55,15,52,41,35,75,15,48,20,93,55,63
